,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
38214,3,Private,170326,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
28096,0,Private,96844,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
38050,1,Local-gov,197886,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
43622,2,Private,204527,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,1,0,2,United-States,<=50K
15388,1,Private,188888,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,>50K
24163,3,Private,83046,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
10671,0,Private,33138,12th,8,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
38894,1,Self-emp-not-inc,196512,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,4,1,United-States,>50K
42749,2,Private,186719,Some-college,10,Separated,Craft-repair,Unmarried,White,Female,0,0,1,United-States,<=50K
44326,3,Local-gov,481258,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
12955,2,Private,97842,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,4,United-States,<=50K
32229,0,Private,254547,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,2,Jamaica,<=50K
46065,2,Private,82797,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
5732,0,Private,117789,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
3988,3,Private,192390,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
2828,3,Self-emp-not-inc,175804,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
5226,3,Private,162944,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
196,2,Private,99374,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
12868,3,Federal-gov,55237,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,2,United-States,<=50K
29876,0,Private,311974,1st-4th,2,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,2,Mexico,<=50K
34972,2,Private,188571,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
46434,2,Private,386461,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,2,Mexico,<=50K
2725,1,Private,355259,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
35444,3,Private,127303,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
19811,2,Private,238980,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
23079,2,Private,168322,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
8748,3,Private,83064,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
33509,4,Private,453233,10th,6,Separated,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
20235,0,Private,52596,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
6857,2,Private,117310,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
44420,1,Private,169002,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
46409,1,Private,180317,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1781,2,Private,272950,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
32797,3,Private,152373,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,2,0,2,United-States,<=50K
33218,0,,228686,Some-college,10,Divorced,,Own-child,White,Male,0,2,1,United-States,<=50K
2264,0,Private,306779,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K
35581,1,Local-gov,163867,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
22434,2,Private,168262,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
25309,2,Private,202188,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,2,3,United-States,<=50K
29707,2,Private,22245,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3530,3,Private,189680,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
37721,3,Private,171924,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,3,United-States,>50K
48520,0,Local-gov,270379,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,2,United-States,<=50K
24261,2,Private,78247,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
43947,0,Private,136758,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,<=50K
2971,2,Private,131239,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,2,United-States,>50K
45864,3,Self-emp-not-inc,172034,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
42672,1,Local-gov,43959,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
15444,0,Private,219266,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,2,,<=50K
41035,3,Self-emp-inc,160813,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
26333,0,Private,156950,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K
30474,2,Private,172232,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
827,2,Private,680390,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,<=50K
2448,1,Local-gov,251854,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,2,United-States,<=50K
16085,0,State-gov,211049,7th-8th,4,Never-married,Tech-support,Unmarried,White,Female,0,0,0,United-States,<=50K
47024,1,Federal-gov,195337,HS-grad,9,Never-married,Adm-clerical,Unmarried,Other,Female,1,0,2,United-States,<=50K
41925,0,Private,126613,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,2,France,<=50K
38818,1,Private,379246,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
22362,3,Local-gov,91689,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
42606,4,Self-emp-not-inc,271464,Masters,14,Separated,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K
12153,1,,505438,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,1,Mexico,<=50K
44958,2,Self-emp-inc,339116,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,,<=50K
44508,0,,43535,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States,<=50K
42352,1,Private,263561,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
14449,0,Private,1484705,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,<=50K
35639,3,Self-emp-inc,195904,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
13661,2,Private,203642,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,>50K
32424,1,Private,102268,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
29579,1,Private,375499,10th,6,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,0,United-States,<=50K
18203,4,Self-emp-not-inc,165315,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
31458,0,Private,314182,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,3,United-States,<=50K
13389,2,Self-emp-not-inc,48063,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
31998,3,,89951,12th,8,Married-civ-spouse,,Wife,Black,Female,0,0,2,United-States,>50K
11570,0,Private,197732,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
46933,0,,229799,Some-college,10,Never-married,,Other-relative,White,Male,0,0,2,,<=50K
40794,3,Private,255965,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
7706,1,Private,309513,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
43381,0,Private,391591,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
15215,0,Private,187115,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
4776,1,Private,164190,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
42238,4,Private,182343,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
7174,1,Private,107411,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
24677,0,Private,410543,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
35498,4,Private,119684,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
27434,3,Private,155983,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
45111,1,Private,258657,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
28209,4,Private,265086,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
37628,1,Private,166634,HS-grad,9,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
40076,1,Private,140011,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
844,3,Private,387569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,>50K
46128,1,Private,358655,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
28448,1,Private,248584,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
9880,1,Federal-gov,386331,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,3,United-States,<=50K
45778,3,Self-emp-not-inc,34067,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,>50K
35382,0,Private,114828,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
9291,3,Private,96792,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
40508,0,,302229,HS-grad,9,Never-married,,Own-child,Black,Male,0,0,0,United-States,<=50K
30213,2,Self-emp-not-inc,76855,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
30018,3,Private,31807,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
13841,2,Federal-gov,316120,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,2,United-States,>50K
12163,4,Local-gov,96076,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
30772,0,Private,206827,Some-college,10,Never-married,Sales,Own-child,White,Female,2,0,1,United-States,<=50K
10081,0,Private,120238,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
40881,2,State-gov,28572,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
17844,3,Private,186078,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
35952,4,Private,35520,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3,0,2,United-States,>50K
42377,4,Private,200316,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3245,3,Private,235646,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,1,0,2,United-States,>50K
31992,2,Private,172822,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,>50K
31187,0,Private,60331,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
10669,0,Private,200679,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,3,United-States,<=50K
26789,2,Private,160728,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,1,0,2,United-States,<=50K
22716,2,Private,224658,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
10405,1,Private,109282,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
8114,1,Private,306215,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
14493,1,Private,172579,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
11470,2,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
959,2,Private,176286,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
618,3,Self-emp-inc,51048,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
43901,1,Private,368570,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,3,United-States,<=50K
4308,1,Self-emp-not-inc,166416,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
45560,1,Private,37284,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
44475,4,Private,109159,HS-grad,9,Widowed,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
4293,1,Private,206512,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
24806,2,Self-emp-not-inc,93853,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
19633,4,Private,197642,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
34514,2,Self-emp-inc,98360,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
35769,1,Local-gov,312372,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,2,United-States,<=50K
41495,3,Local-gov,146834,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
39493,0,Private,355559,12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
14741,1,Private,205152,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,2,United-States,>50K
39675,0,Private,169188,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
18695,2,Private,197240,12th,8,Married-civ-spouse,Sales,Husband,White,Male,3,0,2,United-States,>50K
18707,3,Federal-gov,349230,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,2,2,United-States,>50K
12536,1,Private,45607,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
26645,2,Self-emp-not-inc,184285,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
15387,2,Private,101452,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,3,England,>50K
22011,3,State-gov,71417,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
17281,1,Private,372692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
24902,4,,202106,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,3,2,United-States,>50K
27595,4,,145574,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,>50K
28187,1,Private,499197,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
3337,3,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
35542,1,Private,225809,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
39772,3,Private,123429,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
48183,1,Private,232388,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,2,0,2,United-States,>50K
4771,1,Local-gov,43959,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
24189,0,Private,32059,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
6399,0,Self-emp-not-inc,132320,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
39569,0,Private,293324,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
28825,3,Federal-gov,197332,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
12918,4,,198686,Assoc-acdm,12,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,>50K
39690,1,Private,122353,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,2,United-States,<=50K
24808,1,Private,238002,9th,5,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,2,Mexico,<=50K
8892,0,Local-gov,40021,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,4,United-States,<=50K
25320,1,Private,419691,12th,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
754,2,Private,48093,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
9072,2,Self-emp-not-inc,268598,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,2,0,3,Puerto-Rico,>50K
9407,2,Private,175935,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,3,3,United-States,<=50K
13433,3,Self-emp-not-inc,160131,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
47518,1,Private,72967,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
24607,2,Private,205359,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,1,United-States,<=50K
43166,2,Private,134635,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
12711,3,Private,168216,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
43115,0,Private,137578,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
27783,0,Private,41356,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
22929,2,Private,166339,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
34823,1,Private,391114,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
26850,2,Self-emp-inc,359259,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,3,Portugal,<=50K
15247,3,Private,189183,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
31081,3,Private,263200,5th-6th,3,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,1,Mexico,<=50K
47266,0,,167087,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
31271,4,Private,54732,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
43772,1,Private,226525,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
19976,1,Private,396482,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
7369,0,Private,298225,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
39659,3,State-gov,179869,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
47214,1,Private,280927,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,>50K
13299,2,Private,214838,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,>50K
15501,1,Private,340018,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
21339,1,Private,194901,HS-grad,9,Never-married,Sales,Other-relative,White,Male,0,0,2,United-States,<=50K
7809,3,Self-emp-not-inc,192982,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
8295,1,Private,115215,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
26152,1,Private,32519,Some-college,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,3,South,<=50K
14632,0,Local-gov,247794,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,1,United-States,<=50K
2254,4,Self-emp-inc,215833,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
35730,3,State-gov,239256,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
34376,0,Private,202416,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
42375,2,Private,269323,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,1,2,United-States,>50K
554,1,Federal-gov,319560,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,2,United-States,>50K
18270,1,Local-gov,229223,Some-college,10,Never-married,Protective-serv,Own-child,White,Female,0,0,2,United-States,>50K
47137,1,Private,184685,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,2,United-States,<=50K
47213,1,,121468,Bachelors,13,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,0,0,2,Hong,<=50K
42384,3,Private,269890,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
22478,2,Private,212847,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,3,2,United-States,<=50K
36800,2,Private,80303,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
42871,1,Private,339921,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,2,Mexico,<=50K
42150,2,Private,304175,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
35711,1,Private,241852,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
10428,2,Private,349884,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
16831,2,Private,99270,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Female,0,0,2,United-States,<=50K
7759,2,Private,49654,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,3,United-States,<=50K
27960,1,Private,220860,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
6870,1,Private,170154,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,>50K
36318,4,,38603,7th-8th,4,Divorced,,Not-in-family,White,Male,0,0,0,United-States,<=50K
5041,0,Private,119156,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
14402,0,Private,51201,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
39868,4,Self-emp-not-inc,269485,Preschool,1,Divorced,Other-service,Unmarried,White,Female,0,0,2,Mexico,<=50K
5882,2,Private,261382,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,4,0,2,United-States,>50K
8735,2,Private,103323,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,2,United-States,<=50K
12354,4,Local-gov,141637,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
5173,2,Private,305379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
44539,4,Self-emp-not-inc,108496,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
46031,1,Local-gov,113183,Masters,14,Divorced,Prof-specialty,Not-in-family,Other,Female,0,0,2,United-States,<=50K
34059,2,Self-emp-not-inc,227253,Preschool,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,Mexico,<=50K
42167,1,Private,256764,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,1,2,United-States,>50K
28638,2,Private,98077,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
24239,1,Private,168322,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
28346,2,Self-emp-inc,139268,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
29208,2,Self-emp-inc,97986,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
34519,4,Private,152874,Some-college,10,Widowed,Other-service,Not-in-family,Black,Female,0,0,2,United-States,<=50K
36414,1,,195568,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,0,,>50K
1732,1,Private,314177,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,2,United-States,<=50K
12917,1,Private,77698,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
30800,2,Local-gov,174491,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
12474,2,Private,133974,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
15970,1,Private,207668,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
39871,1,Private,199118,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,Nicaragua,<=50K
22702,2,Federal-gov,54159,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
14348,1,,19793,Some-college,10,Divorced,,Unmarried,White,Female,0,0,0,United-States,<=50K
40699,0,Self-emp-not-inc,105997,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
38604,0,Private,366109,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
10414,1,Private,36069,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,3,United-States,<=50K
34027,3,Local-gov,132368,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
12101,1,Private,214858,10th,6,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,3,United-States,<=50K
47741,2,,342480,11th,7,Never-married,,Not-in-family,Black,Male,0,0,2,United-States,<=50K
